lemma	date	identifier	context	indexes_target_sentence
descendiente	2007	modern_corpus_spanish-907878-283	En blanco está la síntesis. Es una evocación perfecta de ese gran sondeo poblacional, las seis naciones más grandes del mundo en orden descendiente: China, India, Facebook, los Estados Unidos, Twitter e Indonesia. ¿Por qué queremos entrar en estas redes?	28:213
descendiente	2007	modern_corpus_spanish-24620-922	Tras el rechazo por el Consejo de la mayor parte de las enmiendas presentadas por el Parlamento en la primera y segunda lecturas, me parece positivo que el Comité de Conciliación haya alcanzado de una manera relativamente rápida y a través de un trabajo eficaz un texto de compromiso. Estoy convencido de que las numerosas iniciativas contenidas en el programa de acción son necesarias si hemos de asegurarles un medio ambiente bueno y limpio a nuestros descendientes. La señora ponente ha hecho hincapié con razón en hacer vinculantes para la Comunidad el mayor número posible de las acciones del programa antes que considerarlas como ámbitos políticos prioritarios.	285:468
despacho	1858	old_corpus_spanish-495959-772	Llegaron primero dos matrimonios, de paño pardo y refajos verdes, pidiendo el uno que le libraran de quintas al hijo, el otro que le devolvieran la cartería que por intrigas del gobierno le habían quitado. Llovieron también gentes de Astorga con gregüescos, trayendo mantecadas y pidiendo la Biblia en pasta, un destinito, condonación de las contribuciones, permiso para carbonear, despacho de un expediente, algunos limosna en crudo, otros aderezada con mil graciosos artificios. Siguieron otros que, aunque aldeanos en esencia, traían presencia de señores, pretendiendo mil chinchorrerías, este que se destituyera al Ayuntamiento de tal parte, aquel una plaza en las oficinas de Hacienda de la provincia; el de más allá que se variara el trazado de la carretera.	206:480
despacho	1858	old_corpus_spanish-668586-512	Sólo la niña Chucha era refractaria a estas novedades, y no respondía cuando la llamaban doña Jesusa, porque dejar su lengua, decía, era arrojar a las calles de Madrid lo último que le quedaba de su querida patria. Y aquella misma mañana observé en el despacho otros indicios de demencia que me dieron mucha tristeza, porque ya no me quedaba duda de que el mal de José María era fulminante y de que pronto se perdería la esperanza de su remedio. Sobre la mesa había muestras de garabatos heráldicos hechos en distintos colores.	215:445
despacho	1858	old_corpus_spanish-167917-228	Insistió la dama; pero al fin, viendo que no podía vencer la tenacidad del atribulado consorte, se retiró. El despacho quedó otra vez en profundo silencio, y D. Buenaventura apareció de nuevo. -No haga usted ruido, por Dios...	107:192
despacho	1858	old_corpus_spanish-261920-241	Eso es: cuando tenga mi lección regularmente sabida, te llamaré, a ver qué tal lo hago. — Muy bien: yo me vuelvo al despacho. — Hoy no estoy para nadie... ¿Conque subirás después?... Lo leeré cuatro o cinco veces.	88:125
despacho	1858	old_corpus_spanish-106517-621	Vestía D. Rafael levita vieja militar con el cuello desabrochado, dejando ver la camisa de dormir, pantalón azul y unas enormes pantuflas de abrigo que cuadruplicaban las dimensiones de sus pies. A poco de entrar Calpena, y despedido el asistente, se echó un capote por los hombros, y sentose a la mesa de despacho, donde tenía papeles a medio escribir, picadura esparcida y cigarrillos recién hechos. Sentados frente a frente, el emisario de Espartero expuso las condiciones de este, que oyó el carlista con atención y sonrisa marrullera, y al terminar se produjo un silencio que a Calpena le pareció larguísimo: el General, recogiendo aquí y allí la picadura, y aprovechándola minuciosamente, tardó en formular la respuesta, que había de ser solemne por tratarse en ella de los destinos de la infeliz España.	196:401
despacho	1858	old_corpus_spanish-360970-273	Todo confirmaba el temor de próximas alteraciones del orden público... Por la noche tuve la suerte de encontrar al Gobernador en su despacho. Comía precipitadamente para echarse a la calle.	71:141
despacho	1858	old_corpus_spanish-404651-227	Ese gandul me ha quitado diez años de vida. ¡Cuántas lágrimas ha derramado mi pobre niña aquí, en este mismo despacho! Cuántas veces me ha dicho: «¡Perdón, perdón, papaíto, por haberte dado por hijo a ese bandido! Yo estaba loca, yo no sabía lo que hacía».	44:118
despacho	1858	old_corpus_spanish-464732-323	Pues iremos juntas, porque yo tengo que ir a la calle de Zurita a echarle un réspice a mi herrero, y no hará usted nada demás si me acompaña un poco. Pronto despacho, y la dejaré a usted en la puerta de su casa. Aceptada con sumo agrado la proposición, anduvieron juntas el torcido y desigual camino que separa la vertiente de la Arganzuela del barranco de Lavapiés.	150:211
despacho	1858	old_corpus_spanish-24444-594	—No hay que fiar… Vámonos, no nos pase lo de la otra noche ¡Dios mío!, que si no es por aquellos muchachos tan finos, los de Farmacia, ¿sabes?, nos quedamos en la puerta como unas pasmarotas. Villaamil, que nada de esto oía, se comió un higo pasado, creo que tragándolo entero, y fue hacia su despacho con paso decidido, como quien va a hacer una atrocidad. Su mujer le siguió, y cariñosa le dijo: «¿Qué hay? ¿Es que esa nulidad no te ha mandado nada?».	192:357
despacho	1858	old_corpus_spanish-251998-266	Pero a mis años, la enorme carga de un ministerio es insoportable... Precisamente en estos días la balumba de asuntos puestos al despacho me ha rendido más que una batalla. — Pues es preciso cuidarse, Sr. D. Francisco.	69:172
despacho	1858	old_corpus_spanish-43110-458	Pero estaba de Dios que no pudieran salir de aquella cruel duda tan pronto como deseaban. Pareció que el mismo demonio lo hizo, porque en el momento de salir D. Baldomero del cuarto de su hijo, he aquí que se presentan en el despacho Villalonga y Federico Ruiz. El primero cayó sobre Santa Cruz para hablarle de los préstamos al Tesoro que hacía con dinero suyo y ajeno, ganándose el ciento por ciento en pocos meses, y el segundo se metió de rondón en el cuarto del Delfín.	90:261
despacho	1858	old_corpus_spanish-598473-355	Habiéndole recomendado con frases convencionales, si bien generosas, la resignación y una tranquilidad que era imposible, el Director salió. No se quedó sola la joven en el despacho. En un ángulo de este había una mesa de escribir.	141:182
despacho	1858	old_corpus_spanish-519587-1071	Su vida era simplísima, y de una regularidad conventual; se levantaba al romper el día, oía misa en el Sacramento o en San Justo, volvía sobre las ocho, rezaba o leía haciendo labor de gancho, y el resto del día lo empleaba en repasar a los chiquillos la lección, volviendo de rato en rato a la misma tarea de la lectura, el gancho y el rezo. Su cuñada subía con frecuencia a darle conversación y distraerla; su hermano rara vez remontaba su seriedad al segundo piso, y cuando tenía algo de interés que comunicarle la llamaba a su despacho. Una mañana, después de preparar el discurso que había de pronunciar aquella tarde en el Senado, extrayendo mil y mil datos de revistas y periódicos que trataban de la monserga económica, habló largamente con su hermana de lo que se verá a continuación.	343:540
despacho	1858	old_corpus_spanish-67352-223	—Un poco de vinagre en las sienes… —añadió el jefe de la Comisión Militar—. Ea, pronto… quitadme eso de mi despacho. —¡A la cárcel!	76:116
despacho	1858	old_corpus_spanish-30675-491	¡Eureka, eureka!», se fue casi de un salto al cuarto próximo, dejando solo y cada vez más desconcertado al buen peregrino. El cual, como Belmonte dejara abierta la puerta, pudo verle en la estancia inmediata, que era al modo de biblioteca o despacho, revolviendo papeles de los muchos que sobre una gran mesa había. Ya pasaba la vista rápidamente por periódicos grandísimos, al parecer extranjeros; ya hojeaba revistas, y, por fin, sacó de un estante legajos que examinaba con febril presteza.	123:315
despacho	1858	old_corpus_spanish-591371-435	En habitaciones lejanas cantaban algunos pájaros aprisionados, cuyo charlar parecía una disputa de todas las notas musicales, discutiendo sobre el mejor modo de formar una sinfonía en un cerebro wagneriano. En el despacho, un gran atlas geológico, abierto sobre ancho atril casi tan grande como un facistol, mostraba, en franjas de colores, las edades del mundo. En la mesa veíanse flores abiertas en canal, mostrando sus ovarios misteriosos; insectos rotos en estado de autopsia; ejemplares conquiliológicos[6] aserrados por la mitad, revelando el secreto de sus graciosas bóvedas, esmaltadas de rosa y nácar; láminas representando huevos en distintos grados de incubación; modelo del ojo humano en cartón y del tamaño de un coco; y en medio de tales baratijas resplandecía el lente de un microscopio, reflejando un rayo de sol y enviándolo cual mirada curiosa sobre la cabeza del marqués, que, por lo desnuda de cabello, convidaba al estudio de la craneoscopia.	207:362
despacho	1858	old_corpus_spanish-385399-325	— Señorita, debe usía salir de aquí. Mientras esto sucedía, cerca de la madrugada, en la estancia mortuoria del conde de Cerezuelo veamos lo que pasaba en el despacho, donde su hermano padecía de un modo igualmente pavoroso. Tenía fiebre altísima, y se hallaba en completo estado de trastorno mental, esforzándose en dejar el lecho, gritando, hablando con personas que sólo existían en su calenturienta fantasía, y a las cuales daba nombres no conocidos por ninguno de los presentes.	37:224
despacho	1858	old_corpus_spanish-502749-362	De primera intención, Guerra le contestaba mandándola a paseo; pero la amonestación caía en su alma como un bálsamo y le aplacaba. A poco de esto, volvió a entrar Braulio en el despacho de su amo trayendo unos apuntes que aquel había pedido, y se pasmó de encontrarle bastante menos áspero que antes, y con cierta inclinación a la indulgencia. Al siguiente día, quizás por haber mediado una nueva fraterna de Leré, notaron todos en el señor suavidades inusitadas, que les llenaron de asombro.	131:343
despacho	1858	old_corpus_spanish-560278-77	Sí. Allí le dejo trabajando en el despacho, con un tino, con una fijeza de atención que pasman. ¡Qué cabeza!	4:95
despacho	1858	old_corpus_spanish-218209-874	La suspicacia del ama era tan atroz y tan previsora, que siempre que bajaba del entresuelo a la trastienda, como no fuera en la hora tristísima de la comida, la dejaba encerrada, guardando la llave en su profundo bolsillo. Esto me desesperaba, quitándome toda esperanza de salvar a lapobre huérfana, hasta que un día, resuelto a comunicarme con ella, aceché la ocasión en que doña Restituta estaba desplumando a unos infelices en el despacho de los préstamos, y acercándome a la puerta del encierro, la llamé muy quedamente. Sentí el roce de su vestido, y su voz me preguntó:	223:524
despacho	2007	modern_corpus_spanish-109032-827	Tal como se afirma en el informe, la condición fundamental para la creación de un verdadero Heimatmarkt reside en la protección común de las fronteras exteriores. Dicha protección común debe garantizar la seguridad de los operadores económicos de la Unión Europea, proteger los intereses financieros de la Comunidad y ofrecer a todos los operadores y ciudadanos un trato igualitario en sus relaciones con los despachos de aduanas. Habida cuenta de estos objetivos primordiales, la Comisión presentó el 6 de abril de 1995 este texto, que fue objeto de un primer análisis del Parlamento el pasado 25 de octubre.	163:430
despacho	2007	modern_corpus_spanish-189647-322	Señor Presidente, acojo con satisfacción la oportunidad de participar en este debate, aunque no sea mi tema predilecto. Sin embargo, he salido disparada del despacho cuando he oído comentarios sobre normas, y considero que el párrafo 10 resulta especialmente importante en esta resolución y merecería ser leído y tal vez apoyado. Quizá deberíamos añadir la seguridad alimentaria y las normas sobre trazabilidad.	120:329
despacho	2007	modern_corpus_spanish-83716-487	Señora Presidenta, tengo una pregunta. Antes del verano solicité información por escrito al Colegio de Cuestores y al Presidente del Parlamento sobre la situación en. que se encontraba la mudanza y la instalación de los ordenadores en los despachos de los miembros del Parlamento. Ahora tengo entendido que empezaremos la mudanza en noviembre; por lo tanto, en la semana de reunión de los grupos parlamentarios y en la semana del Pleno.	39:280
despacho	2007	modern_corpus_spanish-274704-940	b) Facilitación del comercio Al comerciar entre sí y también con el resto del mundo, los países en desarrollo hacen frente a problemas importantes en materia de facilitación del comercio, relativos a la documentación comercial excesiva, el uso muy escaso de la tecnología de la información, la falta de transparencia y de prescripciones claras en materia de importación/exportación, procedimientos inadecuados, y la falta de instituciones modernizadas en materia de despacho de aduana. Además, las dificultades en la obtención de visados, en particular los visados con fines comerciales, para facilitar los contactos comerciales Sur-Sur obstaculizan considerablemente el desarrollo del comercio y las inversiones Sur-Sur.	29:485
despacho	2007	modern_corpus_spanish-95158-553	Aunque paralelamente a las críticas también ha habido manifestaciones de simpatía, no comprendo por qué las huelgas francesas son un motivo para que no funcione el aire acondicionado en esta Cámara. Durante toda la mañana ha sido casi totalmente imposible trabajar en los despachos del lado en que da el sol. Por lo que respecta a la temperatura que reina en esta Cámara, probablemente los sindicatos no permitirían que se siguiera trabajando en estas condiciones.	199:308
despacho	2007	modern_corpus_spanish-623377-748	"""Los artífices de la carta de las Naciones Unidas le otorgaron al Secretario General dos funciones claras: la del """"más alto funcionario administrativo de la Organización """" y también la de un funcionario independiente al que la Asamblea General y el Consejo de Seguridad pueden encargar ciertas funciones no especificadas (pero implícitamente políticas). Cada titular del despacho debe demostrar si es más Secretario que General. Las paradojas abundan."""	353:427
despacho	2007	modern_corpus_spanish-20078-223	No quedamos muchos en el salón de sesiones. No sabemos cuántas personas estarán viendo el debate desde sus despachos ni sabemos cuántas los verían si pudiéramos retransmitir esta sesión por Internet. Si pudiéramos grabar en vídeo esta sesión y retransmitirla a una hora más razonable del día, creo que nuestra página web aumentaría enormemente su audiencia, y las personas podrían analizar y seguir nuestros debates con más transparencia y también con más eficacia.	44:199
despacho	2007	modern_corpus_spanish-105842-504	Antes de pasar a la siguiente pregunta, y siguiendo la inquietud del Sr. Rübig, tengo que manifestar en voz alta, que no aparecen en la pantalla las preguntas correspondientes porque se ha estropeado el sistema. Los diputados que ahora estén en su despacho y quieran seguir este debate, lo tomen en cuenta y bajen al hemiciclo. Pregunta nº 5 formulada por Jorge Salvador Hernández Mollar (H-0404/02):	212:327
despacho	2007	modern_corpus_spanish-494437-510	Otros 10.000 suscriptores reciben la información por correo electrónico, semanalmente y sin cargo alguno. La información se reproduce en muchos medios de difusión de las regiones (en el 2000, 29 periódicos de Asia Central publicaron regularmente los despachos) y de todo el mundo. En particular, en plena campaña de bombardeos de la OTAN y en plena guerra de Chechenia, las noticias se reproducían en The Guardian, International Herald Tribune, Washington Post, Newsday y Frankfurter Allgemeine.	106:280
despacho	2007	modern_corpus_spanish-403493-985	El entorno de información espacial del VAM es una iniciativa conjunta del PMA y la FAO, que constituye una fuente de generación e intercambio de información basada en la Web, por medio de la cual el PMA y sus asociados pueden acceder a datos, informes, mapas digitales y otra información relacionada con la seguridad alimentaria de forma descentralizada, desde los despachos regionales y las oficinas en los países. Este sistema, que se desarrolló durante 2003, se ha instalado en cuatro despachos regionales y puede utilizarse para apoyar a los sistemas nacionales de cartografía de la pobreza y el hambre. Servicios y locales comunes	416:607
despacho	2007	modern_corpus_spanish-207329-440	Señor Presidente, una mirada al mapa bastaría para mostrarnos lo importante que Azerbaiyán es para nosotros. A veces se tiene incluso la impresión de que nuestros políticos dirigentes tienen cuadros colgando en sus despachos, pero ningún mapa, cuando se debería tener siempre presente ante los ojos la situación geográfica. Una mirada sobre el mapa da motivo para preocupaciones serias.	109:323
despacho	2007	modern_corpus_spanish-403526-1199	Existe toda una gama de evaluaciones: desde la autoevaluación orientada al aprendizaje para la promoción inmediata de los programas hasta las evaluaciones dirigidas por la Oficina de Evaluación y, en medio de éstas, las evaluaciones dirigidas por los despachos regionales y las oficinas en los países (y realizadas por consultores externos). Aunque la Junta Ejecutiva aprobó oficialmente la nueva política en octubre de 2003, se habían celebrado debates en la Sede y sobre el terreno durante más de tres años; desde 2001 se han realizado autoevaluaciones piloto y evaluaciones dirigidas por los despachos regionales y las oficinas en los países. Las nuevas directrices de seguimiento y evaluación, que se ensayaron sobre el terreno durante 2001 y 2002, se introdujeron oficialmente en diciembre de 2002.	342:645
despacho	2007	modern_corpus_spanish-83733-655	Los que voy a llamar diputados al Parlamento de «primera clase» tienen mobiliario de mayor calidad que los diputados al Parlamento de «segunda clase», que han llegado a la conclusión de que no les satisfacen sus asignaciones de primera clase. También circula el rumor de que varios diputados han pedido que se saque de sus despachos el mobiliario no utilizado. Eso -estoy seguro- no es cierto.	243:360
despacho	2007	modern_corpus_spanish-891517-169	Pero a veces encuentro una idea ingeniosa y tengo un momento eureka. Corro a mi despacho, me siento ante el ordenador anoto las ideas y hago bocetos y lo guardo todo en una base de datos de ideas. Cuando recibimos una petición de propuestas busco si hay algo que coincida entre mis ideas potenciales y el problema. Si algo coincide, escribimos una propuesta de investigación, conseguimos financiación, y así empezamos nuestros proyectos de investigación.	69:196
despacho	2007	modern_corpus_spanish-38932-317	Señor Presidente, quisiera pedirle que imparta instrucciones al servicio de seguridad para que compruebe qué ha sucedido. Esta mañana, cuando llegué a mi despacho, la puerta estaba abierta aunque estoy muy segura de que anoche la cerré, y mi ordenador estaba encendido, si bien estoy totalmente segura de que de que anoche lo apagué. Creo que, en cualquier caso, es preciso comprobar qué ha sucedido esta noche.	122:333
despacho	2007	modern_corpus_spanish-235729-1092	Señor Presidente, le ruego que haga constar en el Acta que hoy he encontrado mi despacho revuelto y con los cristales rotos y ha sido sustraído del mismo un aparato de radio, aunque dejé cerrado mi despacho después de la última sesión y aunque hoy, curiosamente, también lo he encontrado cerrado. Le ruego que también haga constar en el Acta la siguiente pregunta que le dirijo a usted: ¿cuándo vamos a poder realizar nuestro trabajo en condiciones tales que no tengamos que temer agresiones de hecho, como en Bruselas, y asaltos a nuestros despachos? Señor Nassauer, espero que haya dado usted noticia a los servicios de seguridad.	297:551
despacho	2007	modern_corpus_spanish-104005-641	La Mesa se ocupó ayer de esta cuestión y estuvimos todos de acuerdo en que hay que respetar en el Parlamento las normas que existen desde hace mucho tiempo y que están determinadas por escrito. Entre estas normas se incluye que no está permitido hacer fotos o filmar en los restaurantes, bares y cafeterías o en los despachos de los diputados así como en un tercer sector cuyo nombre no recuerdo ahora. Me han ido a buscar precisamente el correspondiente decreto administrativo.	194:402
despacho	2007	modern_corpus_spanish-494443-539	y otros grandes medios de difusión e información, se ha dado relieve al Instituto y su sitio Web ha pasado a considerarse una fuente de información regional tanto histórica como actual. El personal de las Naciones Unidas accede regularmente al sitio Web; se envían despachos por correo electrónico a más de 50 direcciones con el sufijo un.org. Distinciones y premios	186:343
despacho	2007	modern_corpus_spanish-241337-341	en nombre del Grupo del PSE. - Señor Presidente, acabo de pegarme una buena carrera para llegar al hemiciclo. Estaba escuchando al señor Vicepresidente Tajani, en mi despacho, así como al resto de los intervinientes, y no puedo por menos que felicitar a todos los ponentes y a la Comisión. Quiero también, como el señor Tajani, recordar con cariño y agradecimiento el trabajo realizado por el Comisario Barrot -que ha sido muy importante- y, asimismo, la buena disposición de la Presidencia francesa.	110:289
despacho	2007	modern_corpus_spanish-403525-1155	El documento de política más reciente se basa en los fundamentos establecidos en dos documentos anteriores de política de evaluación2 y en él se insiste en que la evaluación constituye una responsabilidad del Programa, que reposa sobre los pilares de la rendición de cuentas y el aprendizaje, en un contexto de autonomía. Existe toda una gama de evaluaciones: desde la autoevaluación orientada al aprendizaje para la promoción inmediata de los programas hasta las evaluaciones dirigidas por la Oficina de Evaluación y, en medio de éstas, las evaluaciones dirigidas por los despachos regionales y las oficinas en los países (y realizadas por consultores externos). Aunque la Junta Ejecutiva aprobó oficialmente la nueva política en octubre de 2003, se habían celebrado debates en la Sede y sobre el terreno durante más de tres años; desde 2001 se han realizado autoevaluaciones piloto y evaluaciones dirigidas por los despachos regionales y las oficinas en los países.	322:663
diligencia	1858	old_corpus_spanish-378012-550	Han pretendido acabar conmigo; como si yo pudiera perecer, como si la inmortalidad estuviera sujeta a la acción de los agentes mortíferos de que disponen. Así es que por decoro y amor propio me veo en la precisión de continuar desempeñando mi papel de plaga con toda la diligencia y recursos de que mi doble naturaleza es capaz. Aquí me ve usted siempre activo, siempre eficaz: los grandes centros de población son mi residencia preferida, porque ha de saber usted que los campos, las aldeas, los villorrios me son antipáticos, y sólo de tiempo en tiempo me tomo la molestia de visitarlos por pura curiosidad.	155:328
diligencia	1858	old_corpus_spanish-599028-315	—Perdone vuecencia —replicó Encarnación en el tono más cómico del mundo—. Perdone vuecencia que no la hubiera conocido… Pero vuecencia tendrá que hacer diligencias y buscar papeles. —Tengo papeles…, ¡y qué papeles!	74:181
diligencia	1858	old_corpus_spanish-242028-206	Sin duda cree posible ser dueño de España conquistando uno a uno los corazones. Habrías de ver su diligencia y extremado empeño de hacer cumplidos. Cierto es que su etiqueta es menos severa y finchada que la de nuestros reyes, sin perder por eso la dignidad, antes bien aumentándola.	80:147
diligencia	1858	old_corpus_spanish-232793-741	Tan sublime concepto no lo comprendían la mayor parte, y solamente algunos oficiales distinguidos, penetrándose del indigno papel que estaban haciendo, se apresuraron después de la respuesta del general, a poner fin al denigrante interrogatorio. Mi amo enviome al instante al pueblo en busca de carne para aderezar la comida del enfermo, y gracias a mi prontitud y diligencia, pronto pudimos servirle una comida mediana. Delante de los franceses, que nos negaban todo auxilio, Satué puso el puchero, soplaba el fuego otro oficial español, y convertidos todos en cocineros, nos disputábamos chicos y grandes el honor de asistir al enfermo.	246:420
diligencia	1858	old_corpus_spanish-346814-492	Dos días necesitó Ibero para llegar a entenderla y a comunicarle el artificio de su falso nombre, Carlos de Castro, dándole a conocer el verdadero... porque recibiría cartas reservadas de una señora, cartas también de su familia. La primera diligencia de Santiago fue escribir a su padre, exponiéndole su triste situación y pidiéndole algunos dineros para... reblandecer el duro pan del destierro. Cumplido este deber, o llámese necesidad, puso toda su mente en aquel honesto ideal amoroso que era norte y luminar de su vida.	230:397
diligencia	1858	old_corpus_spanish-337274-836	En la cabeza, no disponiendo aún de sombrero adecuado, me puse un fez, y di con mi cuerpo en la calle, ansioso ya de ver la ciudad a que me habían traído mis africanas aventuras. Si gana Tetuán a Tánger por el misterioso laberinto de sus calles y por la grandeza y frescura de los montes y vegas que la circundan, ventaja lleva este pueblo al otro por la majestad del mar, en cuya orilla está edificado, y por la diligencia de tanto comercio y del entrar y salir de mercancías. Incansable y curioso recorrí toda la población, dominándola de un extremo a otro.	179:477
diligencia	1858	old_corpus_spanish-94581-1196	Una partida de sesenta hombres de milicias estaba a la mano; pero todos los soldados sabían que el prófugo era el sargento Araya, y habrían preferido mil veces atacar a los españoles que a este león de los Granaderos. Don José María Meneses, entonces, se adelanta solo y desarmado, alcanza a Araya, le ataja el paso, le recuerda sus glorias pasadas y la vergüenza de una fuga sin motivo; Araya se deja conmover, y no opone resistencia a las súplicas y órdenes de un buen paisano; se entusiasma en seguida, corre a detener otros grupos de granaderos que le precedían en la fuga, y gracias a su diligencia y reputación vuelve a incorporarse al ejército con sesenta compañeros de armas, que se lavaron, en Maipú, de la mancha momentánea que había caído sobre sus laureles. Este sargento Araya y un Lorca, también un valiente conocido en Chile, mandaban la fuerza que Aldao había puesto a las órdenes de Facundo.	218:769
diligencia	1858	old_corpus_spanish-216830-1003	"""D. Celestino les dio las gracias con su amable sonrisa. — Tenía tanta impaciencia por venir a ver esas tierras -dijo D. Mauro-, que... y al mismo tiempo el alma se me arrancaba en cuajarones al pensar enmi querida sobrinita, huérfana y abandonada... porque las tierras, Sr. D. Celestino, no son ningún muladar, Sr. D. Celestino, y me han costado obra de<A HREF=""""void(null);"""" onClick=""""('not0001.htm#N3','notas',).focus()"""">3</A> trescientos cuarenta y ocho reales, trece maravedíes, sin contar las diligencias ni el por qué de la escritura. Sí señor; ya está pagado todo, peseta sobre peseta."""	56:538
diligencia	1858	old_corpus_spanish-571723-480	Era evidente que al siguiente día tendría que dirigirme a nuestra ciudad, y, en el primer ímpetu de mi arrepentimiento, me pareció igualmente claro que debería alojarme en casa de Joe. Pero en cuanto hube comprometido mi asiento en la diligencia del día siguiente y después de haber ido y regresado a casa del señor Pocket, no estuve ya tan convencido acerca del último extremo y empecé a inventar razones y excusas para alojarme en el Jabalí Azul. Yo podría resultar molesto en casa de Joe; no me esperaban, y la cama no estaría dispuesta; además, estaría demasiado lejos de casa de la señorita Havisham, y ella desearía recibirme exactamente a la hora fijada.	185:448
diligencia	1858	old_corpus_spanish-130368-206	Sin duda cree posible ser dueño de España conquistando uno a uno los corazones. Habrías de ver su diligencia y extremado empeño de hacer cumplidos. Cierto es que su etiqueta es menos severa y finchada que la de nuestros reyes, sin perder por eso la dignidad, antes bien aumentándola.	80:147
diligencia	1858	old_corpus_spanish-114960-330	Bustio la izquierda orilla en el reino de Asturias. Un puente interprovincial, fabricado con vigas, une estos dos caseríos, bastante frecuentados por carros y diligencias. Se parece tanto aquello á un lindero entre dos naciones, que no se puede resistir la tentación de pasar el puente y poner el pie en tierra de Asturias; pero todo es igual, el suelo y la gente; idéntico el lenguaje florido que en una y otra parte hablan los carreteros.	52:171
diligencia	1858	old_corpus_spanish-280507-2844	Había renovado mucho sus amistades, dando un poco de mano a las que le recordaban su juventud de trapisondas y procurando contar entre sus íntimos a personas de mayor fuste. Su buena figura, su conducta intachable, su instrucción, su entretenida palabra del sueño, funcionando por misterioso influjo del aguardiente; el rechinar de las puertas vidrieras de los cafés, por donde salían y entraban los patriotas; el triste agasajo de las castañeras que se abrigaban con lo que vendían tendiendo una mano helada para recibir los cuartos y otra mano caliente para dar las castañas; las singulares sombras que hacían las casas construidas sin orden, unas arrumbadas hacia atrás, las otras alargando un ángulo ruinoso sobre la vía pública; los caprichos de claridad y tinieblas que formaban las luces de aceite encendidas por el Ayuntamiento y que podían compararse a lágrimas vertidas por la noche para ensuciar su manto negro; el peregrino efecto de la escarcha en las calles empedradas, que parecían cubrirse de cristal esmerilado con reflejos tristes; el mismo efecto sobre los tejados, en cuya superficie se veía como una capa de moho esmaltada por polvo de diamante, el grandioso efecto de la helada, que en flechazos invisibles se desprendía del cielo azul ante las miradas aterradoras de la luna, la deidad funesta de Enero; la consideración del frío general hecha dentro de una caliente pañosa; el estrépito de la diligencia al entrar en la calle, barquichuelo que navegaba sobre un mar de guijarros, espantando a los perros, ahuyentando a los chiquillos y a los curiosos;... el buen paso marcial de los soldados que iban a llevar la orden prendida en lo alto del fusil; el coro sordo de los mercados al concluir las transacciones, cuando se cuenta la calderilla, se barre el puesto y se recogen los restos; el olor de cenas y guisotes que salía por las desvencijadas puertas de las casas a la malicia, y el rasgueo de guitarras que sonaba allá en lo profundo de moradas humildes; la puerta sobre la cual había un nombre de mujer groseramente tallado con navaja, o una cruz o un cartel de toros, o una insignia industrial, o una amenaza de asesinato, o una retahíla de palabras groseras, o una luz mortecina indicando posada, o un macho de perdiz que cantará a la madrugada, o un cuadrito de vacas de leche, o un objeto negro algo semejante a un zapato, o una armadura de fuegos artificiales pregonando el arte de polvorista, o una alambrera cubierta con un guiñapo, señal de la industria de prendería, o una bacía de cobre, o un tarro de sanguijuelas... todo esto, en fin, y otros muchos accidentes de la fisonomía urbana durante la noche, páginas vivas y reales, abiertas entre la vulgaridad de la tertulia y el tedio de su casa solitaria, le cautivaban por todo extremo. Pero una noche tuvo un encuentro triste.	174:2776
diligencia	1858	old_corpus_spanish-614676-262	Está el hombre furioso desde que los liberales le mataron al sobrino…». No necesitó el capellán separarse de su amigo para la diligencia del café, pues el oficial de guardia en la estancia próxima, interesado también por D. Beltrán, y de su desgracia compadecido, había dado las órdenes para que se le llevase pronto aquella tónica bebida. Dio el anciano las gracias a los que se la sirvieron, mostrándose con todos muy afable.	72:339
diligencia	1858	old_corpus_spanish-572439-367	¿Tiene tiempo para eso? Tenía tanto tiempo disponible, que la proposición fue para mí un alivio, a pesar de que no se conciliaba con mi deseo latente de vigilar la oficina de la diligencia. Murmurando algunas palabras para advertirle que iría a enterarme de si tenía tiempo para acompañarle, entré en la oficina y por el empleado averigüé con la mayor precisión y poniendo a prueba su paciencia el momento en que debía llegar la diligencia, en el supuesto de que no hubiese el menor retraso, cosa que yo conocía de antemano con tanta precisión como él mismo.	24:189
diligencia	1858	old_corpus_spanish-198838-185	¿Qué más da que vayas a tu casa ahora o a las doce? Tu tío creerá que no ha llegado la diligencia. —Hombre, no.	52:98
diligencia	1858	old_corpus_spanish-16198-437	Diego de Bonilla, como embajador estraordinario, á suplicar al Papa Alejandro VI, que aprobase la eleccion. Tan grande sigilo se guardó en el asunto, que Cisneros no llegó á traslucir ni la mas mínima cosa de las diligencias que con respecto á él se practicaban. Llegó entretanto la cuaresma, y vino Fr.	108:262
diligencia	1858	old_corpus_spanish-575627-501	La excitación y el apresuramiento de la mañana habían sido grandes, porque hacía tanto tiempo que esperaba la indicación de Wemmick, que por fin resultó una sorpresa para mí. En aquellos momentos empecé a preguntarme el motivo de hallarme en la diligencia, dudando de si eran bastante sólidas las razones que me aconsejaban hacer aquel viaje. También por un momento estuve resuelto a bajar y a volverme atrás, pareciéndome imprudente atender una comunicación anónima.	175:342
diligencia	1858	old_corpus_spanish-41130-189	Jacinta fue a buscar la manta. Por el camino decía: «En Sevilla me contó que había hecho diligencias por socorrerla. Quiso verla y no pudo.	31:116
